date,close_price,Normalized_Sentiment
2024-03-27,115.2,0.5555555555555556
2024-03-28,117.1,0.5532163742690058
2024-03-29,116.5,0.5508771929824562
2024-03-30,116.6,0.5485380116959064
2024-03-31,116.7,0.5461988304093568
2024-04-01,116.8,0.543859649122807
2024-04-02,117.0,0.5415204678362573
2024-04-03,115.1,0.5391812865497077
2024-04-04,114.0,0.5368421052631579
2024-04-05,113.7,0.5345029239766083
2024-04-06,113.33333333333333,0.5321637426900585
2024-04-07,112.96666666666667,0.5298245614035088
2024-04-08,112.6,0.5274853801169591
2024-04-09,113.0,0.5251461988304094
2024-04-10,113.8,0.5228070175438597
2024-04-11,114.9,0.52046783625731
2024-04-12,115.5,0.5181286549707602
2024-04-13,114.2,0.5157894736842106
2024-04-14,112.89999999999999,0.5134502923976608
2024-04-15,111.6,0.5111111111111111
2024-04-16,113.0,0.5087719298245614
2024-04-17,111.8,0.5064327485380117
2024-04-18,110.4,0.504093567251462
2024-04-19,109.0,0.5017543859649123
2024-04-20,109.43333333333334,0.4994152046783626
2024-04-21,109.86666666666666,0.4970760233918129
2024-04-22,110.3,0.49473684210526314
2024-04-23,112.3,0.49239766081871345
2024-04-24,120.1,0.49005847953216375
2024-04-25,123.2,0.48771929824561405
2024-04-26,123.2,0.48538011695906436
2024-04-27,123.88333333333334,0.4830409356725146
2024-04-28,124.56666666666666,0.4807017543859649
2024-04-29,125.25,0.4783625730994152
2024-04-30,125.93333333333334,0.4760233918128655
2024-05-01,126.61666666666666,0.4736842105263158
2024-05-02,127.3,0.47134502923976607
2024-05-03,125.9,0.46900584795321637
2024-05-04,126.46666666666667,0.4666666666666667
2024-05-05,127.03333333333333,0.464327485380117
2024-05-06,127.6,0.4619883040935673
2024-05-07,131.3,0.45964912280701753
2024-05-08,131.0,0.45730994152046783
2024-05-09,130.3,0.45497076023391814
2024-05-10,131.0,0.45263157894736844
2024-05-11,130.56666666666666,0.45029239766081874
2024-05-12,130.13333333333333,0.447953216374269
2024-05-13,129.7,0.4456140350877193
2024-05-14,130.5,0.4432748538011696
2024-05-15,134.1,0.4409356725146199
2024-05-16,135.4,0.4385964912280702
2024-05-17,134.5,0.43625730994152045
2024-05-18,134.0,0.43391812865497076
2024-05-19,133.5,0.43157894736842106
2024-05-20,133.0,0.4292397660818713
2024-05-21,136.0,0.42690058479532167
2024-05-22,138.0,0.4245614035087719
2024-05-23,137.5,0.4222222222222222
2024-05-24,131.9,0.4198830409356725
2024-05-25,132.20000000000002,0.4175438596491228
2024-05-26,132.5,0.41520467836257313
2024-05-27,132.8,0.4128654970760234
2024-05-28,137.0,0.4105263157894737
2024-05-29,135.7,0.408187134502924
2024-05-30,135.0,0.40584795321637424
2024-05-31,134.6,0.4035087719298246
2024-06-01,135.36666666666667,0.40116959064327484
2024-06-02,136.13333333333333,0.39883040935672515
2024-06-03,136.9,0.39649122807017545
2024-06-04,139.1,0.3941520467836257
2024-06-05,140.1,0.391812865497076
2024-06-06,139.6,0.3894736842105263
2024-06-07,142.0,0.3871345029239766
2024-06-08,142.66666666666666,0.3847953216374269
2024-06-09,143.33333333333334,0.38245614035087716
2024-06-10,144.0,0.38011695906432746
2024-06-11,146.5,0.37777777777777777
2024-06-12,132.0,0.37543859649122807
2024-06-13,130.0,0.3730994152046784
2024-06-14,131.0,0.3707602339181286
2024-06-15,130.26666666666668,0.3684210526315789
2024-06-16,129.53333333333333,0.36608187134502923
2024-06-17,128.8,0.3637426900584795
2024-06-18,128.0,0.36140350877192984
2024-06-19,131.5,0.3590643274853801
2024-06-20,133.3,0.3567251461988304
2024-06-21,136.1,0.3543859649122807
2024-06-22,134.76666666666665,0.35204678362573094
2024-06-23,133.43333333333334,0.3497076023391813
2024-06-24,132.1,0.34736842105263155
2024-06-25,130.0,0.34502923976608185
2024-06-26,131.8,0.34269005847953216
2024-06-27,132.8,0.3403508771929824
2024-06-28,130.5,0.33801169590643276
2024-06-29,129.86666666666667,0.335672514619883
2024-06-30,129.23333333333332,0.3333333333333333
2024-07-01,128.6,0.33535353535353535
2024-07-02,128.0,0.3373737373737374
2024-07-03,131.0,0.33939393939393936
2024-07-04,135.8,0.3414141414141414
2024-07-05,138.7,0.3434343434343434
2024-07-06,139.0,0.34545454545454546
2024-07-07,139.29999999999998,0.34747474747474744
2024-07-08,139.6,0.34949494949494947
2024-07-09,137.5,0.3515151515151515
2024-07-10,134.0,0.35353535353535354
2024-07-11,133.0,0.3555555555555555
2024-07-12,133.8,0.35757575757575755
2024-07-13,133.43333333333334,0.3595959595959596
2024-07-14,133.06666666666666,0.3616161616161616
2024-07-15,132.7,0.36363636363636365
2024-07-16,134.0,0.3656565656565656
2024-07-17,131.9,0.36767676767676766
2024-07-18,127.9,0.3696969696969697
2024-07-19,126.0,0.3717171717171717
2024-07-20,125.36666666666666,0.3737373737373737
2024-07-21,124.73333333333333,0.37575757575757573
2024-07-22,124.1,0.37777777777777777
2024-07-23,125.5,0.3797979797979798
2024-07-24,126.0,0.38181818181818183
2024-07-25,125.0,0.3838383838383838
2024-07-26,128.0,0.38585858585858585
2024-07-27,128.33333333333334,0.3878787878787879
2024-07-28,128.66666666666666,0.3898989898989899
2024-07-29,129.0,0.3919191919191919
2024-07-30,128.0,0.3939393939393939
2024-07-31,128.6,0.39595959595959596
2024-08-01,124.8,0.397979797979798
2024-08-02,123.2,0.4
2024-08-03,121.66666666666667,0.402020202020202
2024-08-04,120.13333333333333,0.40404040404040403
2024-08-05,118.6,0.40606060606060607
2024-08-06,120.8,0.40808080808080804
2024-08-07,122.0,0.4101010101010101
2024-08-08,121.4,0.4121212121212121
2024-08-09,126.9,0.41414141414141414
2024-08-10,127.93333333333334,0.4161616161616162
2024-08-11,128.96666666666667,0.4181818181818182
2024-08-12,130.0,0.4202020202020202
2024-08-13,129.7,0.4222222222222222
2024-08-14,129.5,0.42424242424242425
2024-08-15,128.7,0.42626262626262623
2024-08-16,130.6,0.42828282828282827
2024-08-17,130.56666666666666,0.4303030303030303
2024-08-18,130.53333333333333,0.43232323232323233
2024-08-19,130.5,0.43434343434343436
2024-08-20,131.5,0.4363636363636364
2024-08-21,133.5,0.4383838383838384
2024-08-22,133.8,0.4404040404040404
2024-08-23,133.1,0.44242424242424244
2024-08-24,132.56666666666666,0.4444444444444444
2024-08-25,132.03333333333333,0.44646464646464645
2024-08-26,131.5,0.4484848484848485
2024-08-27,132.5,0.4505050505050505
2024-08-28,133.3,0.45252525252525255
2024-08-29,133.7,0.4545454545454546
2024-08-30,134.8,0.45656565656565656
2024-08-31,134.44,0.4585858585858586
2024-09-01,134.08,0.4606060606060606
2024-09-02,133.72,0.4626262626262626
2024-09-03,133.36,0.46464646464646464
2024-09-04,133.0,0.4666666666666667
2024-09-05,130.6,0.4686868686868687
2024-09-06,132.1,0.47070707070707074
2024-09-07,131.83333333333334,0.4727272727272728
2024-09-08,131.56666666666666,0.47474747474747475
2024-09-09,131.3,0.4767676767676768
2024-09-10,130.0,0.47878787878787876
2024-09-11,130.6,0.4808080808080808
2024-09-12,132.3,0.48282828282828283
2024-09-13,133.0,0.48484848484848486
2024-09-14,132.36666666666667,0.4868686868686869
2024-09-15,131.73333333333332,0.48888888888888893
2024-09-16,131.1,0.49090909090909096
2024-09-17,132.9,0.49292929292929294
2024-09-18,134.6,0.494949494949495
2024-09-19,135.2,0.49696969696969695
2024-09-20,135.3,0.498989898989899
2024-09-21,134.86666666666667,0.501010101010101
2024-09-22,134.43333333333334,0.503030303030303
2024-09-23,134.0,0.5050505050505051
2024-09-24,134.5,0.5070707070707071
2024-09-25,134.8,0.5090909090909091
2024-09-26,134.3,0.5111111111111111
2024-09-27,134.2,0.5131313131313131
2024-09-28,134.29999999999998,0.5151515151515151
2024-09-29,134.4,0.5171717171717172
2024-09-30,134.5,0.5191919191919192
2024-10-01,135.9,0.5212121212121212
2024-10-02,135.4,0.5232323232323233
2024-10-03,134.0,0.5252525252525253
2024-10-04,134.1,0.5272727272727273
2024-10-05,134.1,0.5292929292929294
2024-10-06,134.1,0.5313131313131314
2024-10-07,134.1,0.5333333333333333
2024-10-08,133.8,0.5353535353535354
2024-10-09,135.4,0.5373737373737374
2024-10-10,141.7,0.5393939393939394
2024-10-11,139.6,0.5414141414141415
2024-10-12,138.93333333333334,0.5434343434343435
2024-10-13,138.26666666666665,0.5454545454545454
2024-10-14,137.6,0.5474747474747474
2024-10-15,137.0,0.5494949494949495
2024-10-16,136.3,0.5515151515151515
2024-10-17,137.0,0.5535353535353535
2024-10-18,137.0,0.5555555555555556
2024-10-19,136.5,0.5555555555555556
2024-10-20,136.0,0.5555555555555556
2024-10-21,135.5,0.5555555555555556
2024-10-22,133.1,0.5555555555555556
2024-10-23,134.2,0.5555555555555556
2024-10-24,134.3,0.5555555555555556
2024-10-25,134.0,0.5555555555555556
2024-10-26,134.3,0.5555555555555556
2024-10-27,134.6,0.5555555555555556
2024-10-28,134.9,0.5555555555555556
2024-10-29,135.4,0.5555555555555556
2024-10-30,135.9,0.5555555555555556
2024-10-31,135.9,0.5555555555555556
2024-11-01,134.6,0.5555555555555556
